This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Developed.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199401       ,91.18      ,121.08       ,95.46     ,2626.82     ,3467.03     ,2960.80
199402       ,94.29      ,127.44      ,108.30     ,2585.42     ,3836.45     ,3162.75
199403       ,91.37      ,126.15      ,104.65     ,2833.25     ,3697.17     ,2804.17
199404       ,90.25      ,119.63       ,98.20     ,2807.76     ,3433.74     ,2616.91
199405       ,89.81      ,120.99      ,102.68     ,2880.76     ,3564.57     ,2569.64
199406       ,92.56      ,119.20      ,101.36     ,2575.34     ,3744.91     ,2692.71
199407       ,91.20      ,121.50      ,102.28     ,2770.10     ,3380.37     ,2985.04
199408       ,87.60      ,124.58      ,104.94     ,3140.90     ,3260.21     ,2889.58
199409       ,92.99      ,122.24      ,108.40     ,3212.50     ,3409.29     ,2941.00
199410       ,90.27      ,121.92      ,103.92     ,2727.02     ,3405.54     ,3064.27
199411       ,91.00      ,121.24      ,107.56     ,3335.87     ,3502.55     ,2718.79
199412       ,85.17      ,115.61      ,104.49     ,2981.88     ,3508.46     ,2508.71
199501       ,87.42      ,115.95      ,102.19     ,2776.43     ,3443.53     ,2932.97
199502       ,81.02      ,118.41      ,105.63     ,2691.59     ,3456.16     ,2824.29
199503       ,82.17      ,119.55      ,108.78     ,2456.65     ,3450.18     ,3218.13
199504       ,86.30      ,123.92      ,116.89     ,2177.27     ,3718.43     ,3768.93
199505       ,89.60      ,126.95      ,115.33     ,2177.32     ,3844.62     ,4036.26
199506       ,90.32      ,122.05      ,119.76     ,2296.51     ,3802.16     ,4008.32
199507       ,89.04      ,125.44      ,123.87     ,2148.09     ,3518.42     ,4470.99
199508       ,93.68      ,127.67      ,127.67     ,2277.66     ,3898.34     ,4329.22
199509       ,94.70      ,121.11      ,126.28     ,2210.58     ,3802.16     ,4189.19
199510       ,94.44      ,126.06      ,128.36     ,2326.51     ,3912.02     ,4231.19
199511       ,91.79      ,124.00      ,124.24     ,2195.36     ,3983.09     ,4263.06
199512       ,94.35      ,125.56      ,126.45     ,2429.17     ,4137.91     ,4296.11
199601       ,96.72      ,128.87      ,129.81     ,2283.38     ,4254.11     ,4578.22
199602       ,94.86      ,131.70      ,139.09     ,2220.60     ,4544.44     ,4447.01
199603       ,97.12      ,134.60      ,135.24     ,2282.01     ,4526.46     ,4370.89
199604       ,97.84      ,135.22      ,133.55     ,2738.50     ,4422.50     ,4103.44
199605      ,103.07      ,138.24      ,137.06     ,2932.76     ,4571.73     ,3938.44
199606      ,100.96      ,137.97      ,137.41     ,3344.27     ,4680.34     ,3167.44
199607      ,101.79      ,137.03      ,131.89     ,3226.20     ,4776.67     ,3286.75
199608       ,98.90      ,132.28      ,124.23     ,3174.96     ,4133.15     ,3829.17
199609       ,99.59      ,134.24      ,126.31     ,2978.32     ,4029.40     ,4258.85
199610      ,101.09      ,138.91      ,130.87     ,3498.20     ,4427.81     ,3850.94
199611      ,100.69      ,135.84      ,131.38     ,3317.42     ,4424.41     ,3967.80
199612      ,103.77      ,139.74      ,135.29     ,3671.84     ,4684.37     ,4249.48
199701      ,106.73      ,137.24      ,129.96     ,3351.98     ,4785.10     ,4246.61
199702      ,106.94      ,138.42      ,127.58     ,3416.72     ,4836.17     ,4227.78
199703      ,105.17      ,136.17      ,132.16     ,3368.73     ,4384.56     ,5016.41
199704      ,104.74      ,132.20      ,125.58     ,3066.16     ,4451.21     ,4984.30
199705      ,106.06      ,136.57      ,127.18     ,2903.06     ,4278.77     ,6301.93
199706      ,113.88      ,150.51      ,138.51     ,2938.43     ,4366.15     ,6941.93
199707      ,114.32      ,161.21      ,148.07     ,3098.63     ,4946.99     ,6882.55
199708      ,114.04      ,168.34      ,166.84     ,3088.70     ,5625.47     ,7338.69
199709      ,108.74      ,164.84      ,161.40     ,2663.37     ,4964.94     ,7182.45
199710      ,113.48      ,166.61      ,166.37     ,3489.86     ,6094.45     ,6037.57
199711      ,107.48      ,156.24      ,159.61     ,3242.14     ,5739.07     ,5683.70
199712      ,102.31      ,152.33      ,162.47     ,3824.52     ,6273.85     ,5372.65
199801      ,104.09      ,160.70      ,159.93     ,3160.48     ,6315.10     ,6897.56
199802      ,107.55      ,163.09      ,172.32     ,3593.97     ,6384.51     ,6709.42
199803      ,115.31      ,169.49      ,191.46     ,4324.41     ,6293.06     ,7562.18
199804      ,114.92      ,187.47      ,209.53     ,4575.27     ,6980.50     ,7561.25
199805      ,114.33      ,182.74      ,211.02     ,4939.03     ,7564.95     ,6578.39
199806      ,116.15      ,179.22      ,195.44     ,4658.00     ,7894.60     ,6392.56
199807      ,121.18      ,180.97      ,189.47     ,5162.56     ,8137.39     ,7069.93
199808      ,116.68      ,178.26      ,187.84     ,5140.74     ,7900.25     ,8055.45
199809      ,104.05      ,157.47      ,161.12     ,3975.79     ,5813.40     ,9311.51
199810      ,108.35      ,146.98      ,162.87     ,4271.05     ,6376.30     ,9023.47
199811      ,118.01      ,160.39      ,183.27     ,4647.32     ,6685.95    ,10838.67
199812      ,120.63      ,176.96      ,199.84     ,4770.35     ,7936.13    ,10603.59
199901      ,128.47      ,180.93      ,195.75     ,4792.10     ,8061.53    ,12419.29
199902      ,126.87      ,191.99      ,220.98     ,5082.03     ,9396.84    ,11646.23
199903      ,125.96      ,180.15      ,197.43     ,4901.51     ,8224.16    ,12902.58
199904      ,135.47      ,181.11      ,198.30     ,4759.77     ,8855.77    ,13942.76
199905      ,140.15      ,200.70      ,205.61     ,4462.84     ,9285.93    ,14321.01
199906      ,137.43      ,192.62      ,204.36     ,4347.68     ,8375.20    ,13644.28
199907      ,141.13      ,197.17      ,217.03     ,5740.24     ,9368.74    ,12281.06
199908      ,136.73      ,191.67      ,223.78     ,5635.22     ,9366.95    ,12086.98
199909      ,133.64      ,196.05      ,226.29     ,6611.54     ,9855.21    ,10417.48
199910      ,136.57      ,188.04      ,223.33     ,6066.60     ,9778.37    ,10786.62
199911      ,143.96      ,192.96      ,213.67     ,6810.83    ,11694.80    ,11503.02
199912      ,155.47      ,198.01      ,219.63     ,6436.96    ,11720.25    ,13792.50
200001      ,169.11      ,202.53      ,245.43     ,6869.94    ,13913.84    ,15240.51
200002      ,152.58      ,201.60      ,248.27     ,7828.23    ,12301.26    ,13257.91
200003      ,168.13      ,198.96      ,243.95     ,7580.69    ,13130.87    ,13181.28
200004      ,182.58      ,194.80      ,240.45     ,8821.54    ,13240.81    ,15016.09
200005      ,170.51      ,190.66      ,216.54     ,7440.71    ,13643.83    ,14721.24
200006      ,158.66      ,192.57      ,228.02     ,7567.57    ,12229.17    ,14573.01
200007      ,165.50      ,209.71      ,235.17     ,8171.80    ,13180.75    ,13337.33
200008      ,156.72      ,207.46      ,237.10     ,7047.90    ,13544.63    ,13562.94
200009      ,161.17      ,220.67      ,252.54     ,8946.01    ,12713.32    ,14895.95
200010      ,150.67      ,217.77      ,252.34     ,8922.74    ,12611.69    ,13167.16
200011      ,141.41      ,211.51      ,239.93    ,10796.11    ,13960.29    ,10086.63
200012      ,129.46      ,205.17      ,235.17     ,9756.33    ,13723.40     ,8672.72
200101      ,132.60      ,203.80      ,239.22    ,11331.52    ,12638.35     ,9026.66
200102      ,133.60      ,219.98      ,288.18    ,12300.29    ,12711.60     ,8260.04
200103      ,124.67      ,205.84      ,272.65    ,10550.26    ,11578.25     ,7511.25
200104      ,112.96      ,187.10      ,241.28    ,11604.95     ,9608.72     ,6703.56
200105      ,119.04      ,196.05      ,243.50    ,12026.37    ,11500.04     ,6785.85
200106      ,119.63      ,197.16      ,243.17    ,11439.28    ,11500.31     ,6314.12
200107      ,120.97      ,189.12      ,232.66    ,11933.93     ,9950.84     ,6518.26
200108      ,114.17      ,182.07      ,238.83    ,12204.63    ,10028.64     ,6252.91
200109      ,113.69      ,181.70      ,218.91    ,10052.26    ,10405.97     ,5945.63
200110       ,96.81      ,164.60      ,196.63    ,10708.50     ,9538.77     ,5047.09
200111      ,105.85      ,162.73      ,186.22     ,9618.59    ,10366.67     ,5198.37
200112      ,110.46      ,168.51      ,194.80    ,10713.40    ,10883.42     ,5194.01
200201      ,119.30      ,164.74      ,187.16     ,9709.01    ,11369.08     ,5998.59
200202      ,112.39      ,170.22      ,190.57    ,10573.02    ,10252.79     ,5574.43
200203      ,108.77      ,173.06      ,186.69     ,9219.77    ,10632.29     ,6270.46
200204      ,115.25      ,178.33      ,198.94     ,9942.45    ,11473.22     ,5611.46
200205      ,115.57      ,173.48      ,195.62    ,10255.23     ,9999.51     ,5475.01
200206      ,112.12      ,177.16      ,204.55    ,11743.67     ,8605.33     ,5713.55
200207      ,110.67      ,181.04      ,175.34    ,10684.93     ,8406.26     ,5113.21
200208       ,98.04      ,160.89      ,165.59     ,9603.42     ,7977.00     ,4809.54
200209      ,102.47      ,162.71      ,156.30     ,8753.66     ,8392.30     ,5220.28
200210       ,92.05      ,142.19      ,146.43     ,8833.38     ,7075.31     ,4061.39
200211       ,96.43      ,150.65      ,154.12     ,9715.82     ,7888.75     ,4659.65
200212      ,104.08      ,159.26      ,161.10     ,8837.41     ,9293.81     ,4953.47
200301      ,102.99      ,154.16      ,155.34     ,8307.92     ,8697.73     ,4716.14
200302       ,98.51      ,155.07      ,150.94     ,7479.55     ,8912.37     ,4353.51
200303      ,101.38      ,153.08      ,139.67     ,7447.04     ,8536.66     ,4347.13
200304      ,103.69      ,148.40      ,138.26     ,6252.50     ,9408.15     ,4418.62
200305      ,113.99      ,163.21      ,148.68     ,6090.03    ,10071.32     ,5722.09
200306      ,114.66      ,174.90      ,166.35     ,6444.51     ,9321.55     ,7362.31
200307      ,122.37      ,177.84      ,166.03     ,7963.14     ,8731.72     ,6597.90
200308      ,117.66      ,180.81      ,175.87     ,8205.70     ,8954.69     ,6268.65
200309      ,118.92      ,191.30      ,176.39     ,9496.81     ,8196.92     ,6081.02
200310      ,128.29      ,195.02      ,172.50     ,8642.35     ,8776.71     ,6044.90
200311      ,137.69      ,206.58      ,176.58    ,11983.73     ,7962.45     ,5071.95
200312      ,142.39      ,208.78      ,179.34    ,12389.51     ,8035.11     ,4902.27
200401      ,146.66      ,222.79      ,189.75    ,12431.94     ,8616.12     ,5866.42
200402      ,146.32      ,222.79      ,211.01    ,11732.77     ,8811.94     ,6312.85
200403      ,149.76      ,226.53      ,209.97    ,12032.97     ,9130.32     ,6208.68
200404      ,155.76      ,226.82      ,207.77    ,12122.79     ,8382.56     ,6292.34
200405      ,152.64      ,221.93      ,195.08    ,12148.86     ,8959.00     ,4983.88
200406      ,152.54      ,231.21      ,195.23    ,10963.31     ,9843.56     ,5322.25
200407      ,156.21      ,239.90      ,205.75    ,11787.08     ,9550.65     ,5073.24
200408      ,144.71      ,238.63      ,203.60    ,11891.01     ,8951.65     ,5087.41
200409      ,144.58      ,237.95      ,211.88     ,9210.41    ,10901.37     ,5616.99
200410      ,145.11      ,249.01      ,228.10     ,9250.84    ,10612.14     ,6240.58
200411      ,144.16      ,242.98      ,241.40     ,9803.86    ,10014.34     ,7014.41
200412      ,152.15      ,262.22      ,255.95     ,9838.82    ,10353.26     ,7518.68
200501      ,153.95      ,282.20      ,262.50    ,11691.93    ,10784.15     ,5908.36
200502      ,153.75      ,278.26      ,273.08    ,10852.03    ,10682.07     ,5771.79
200503      ,154.99      ,290.07      ,277.11    ,10991.80    ,11459.93     ,5430.18
200504      ,154.17      ,284.98      ,262.64    ,10569.13    ,10404.51     ,6550.77
200505      ,152.84      ,273.99      ,253.95    ,11277.78    ,10034.26     ,5784.67
200506      ,160.06      ,278.14      ,244.05     ,9745.68    ,11479.38     ,6095.68
200507      ,164.61      ,281.14      ,249.80     ,9624.33    ,10981.23     ,6541.81
200508      ,160.34      ,294.21      ,271.59    ,11871.59    ,10209.35     ,6115.83
200509      ,159.20      ,296.07      ,273.37    ,12182.70    ,10352.83     ,5844.72
200510      ,170.10      ,289.78      ,276.01    ,11746.19    ,10632.70     ,6664.51
200511      ,166.34      ,284.58      ,268.37    ,11534.80    ,10077.71     ,6933.07
200512      ,173.89      ,289.37      ,272.40     ,9656.32    ,11781.33     ,7500.11
200601      ,177.86      ,289.37      ,286.39     ,9961.11    ,11795.85     ,7827.00
200602      ,185.64      ,317.56      ,299.13     ,9970.69    ,12023.54     ,8420.69
200603      ,176.32      ,316.40      ,311.17    ,11284.74    ,11515.55     ,7668.46
200604      ,180.99      ,324.28      ,320.73    ,10859.51    ,12198.18     ,7561.71
200605      ,177.98      ,325.99      ,335.97    ,13005.04    ,11003.62     ,7814.55
200606      ,181.04      ,296.88      ,300.50    ,11146.55    ,11935.83     ,7434.48
200607      ,190.69      ,294.78      ,280.31    ,10994.51    ,11798.31     ,7858.13
200608      ,185.70      ,302.90      ,284.16    ,10629.47    ,12468.27     ,8282.66
200609      ,193.41      ,316.03      ,285.57     ,8907.22    ,13652.49     ,9245.55
200610      ,189.52      ,315.86      ,299.04     ,9512.57    ,13476.33     ,9513.58
200611      ,195.77      ,337.77      ,311.70    ,10521.82    ,13696.91     ,9308.34
200612      ,201.91      ,333.62      ,321.95    ,11186.89    ,13384.59     ,9912.59
200701      ,203.68      ,343.70      ,326.55    ,11250.02    ,13793.86    ,10114.23
200702      ,210.54      ,346.44      ,326.49    ,10866.89    ,12964.80    ,12056.23
200703      ,213.34      ,354.54      ,306.28    ,10789.31    ,13444.21    ,10954.53
200704      ,220.90      ,354.13      ,307.66    ,10577.84    ,14490.99    ,10502.14
200705      ,223.05      ,362.94      ,337.02    ,11286.31    ,14543.14    ,11489.70
200706      ,226.66      ,381.18      ,345.86    ,11419.70    ,15040.59    ,11830.95
200707      ,229.28      ,369.95      ,330.74    ,12105.55    ,14522.27    ,11037.62
200708      ,219.74      ,344.94      ,323.40    ,13005.12    ,13940.67     ,9797.25
200709      ,224.63      ,324.02      ,304.16    ,12992.21    ,14255.97    ,10200.37
200710      ,229.93      ,339.30      ,327.68    ,12645.70    ,15528.52    ,11751.88
200711      ,236.24      ,343.66      ,332.74    ,12706.65    ,15210.39    ,13677.96
200712      ,223.16      ,327.46      ,320.21    ,11093.20    ,15831.24    ,13410.00
200801      ,222.78      ,313.21      ,308.42     ,9720.11    ,15642.09    ,14233.31
200802      ,203.81      ,287.09      ,290.47     ,9497.65    ,12790.92    ,15459.72
200803      ,207.37      ,291.02      ,284.68     ,7950.40    ,13528.68    ,15734.93
200804      ,208.87      ,279.98      ,274.27     ,8619.90    ,13700.75    ,14574.96
200805      ,210.19      ,295.48      ,303.41     ,9126.53    ,14523.61    ,15745.88
200806      ,206.70      ,313.39      ,318.58     ,8731.39    ,14674.42    ,16193.92
200807      ,183.61      ,301.75      ,304.89     ,8695.70    ,13770.00    ,14014.64
200808      ,179.27      ,278.87      ,300.54     ,9007.17    ,13951.57    ,12780.23
200809      ,174.75      ,264.95      ,292.55     ,8691.05    ,13580.67    ,12710.61
200810      ,148.42      ,243.68      ,266.81     ,7798.30    ,13248.47     ,9862.94
200811      ,121.33      ,196.80      ,204.47     ,6572.77    ,10063.65    ,10202.51
200812      ,110.40      ,175.75      ,201.93     ,6074.07     ,8664.57    ,11070.23
200901      ,118.43      ,185.43      ,214.01     ,6400.50     ,9066.64    ,11163.59
200902      ,105.17      ,173.92      ,207.99     ,5514.47     ,8456.52    ,10110.33
200903       ,93.00      ,157.37      ,187.99     ,4890.11     ,7792.38     ,9167.70
200904      ,106.67      ,159.02      ,180.32     ,5383.69     ,8518.15     ,9216.54
200905      ,120.33      ,182.24      ,191.23     ,6683.82     ,9997.91     ,8034.35
200906      ,128.53      ,208.50      ,213.42     ,6659.69    ,11638.45     ,7747.72
200907      ,129.89      ,200.99      ,221.39     ,6935.79    ,10876.38     ,8187.06
200908      ,142.42      ,220.36      ,226.98     ,8362.08    ,11408.25     ,8877.60
200909      ,150.21      ,240.67      ,226.12     ,8272.31    ,11966.54     ,9094.56
200910      ,155.84      ,259.85      ,234.55    ,10171.01    ,12024.59     ,8451.11
200911      ,156.03      ,234.55      ,230.57    ,14524.38     ,9891.08     ,6514.99
200912      ,162.64      ,229.15      ,241.83    ,13953.27    ,11046.97     ,7525.74
201001      ,177.02      ,242.00      ,229.07    ,12966.42    ,11456.06     ,8658.03
201002      ,161.20      ,231.36      ,247.55    ,11761.11    ,10809.92     ,8704.30
201003      ,159.48      ,245.97      ,247.17    ,11488.74    ,12065.10     ,7748.03
201004      ,171.65      ,259.77      ,261.60    ,11915.43    ,13012.67     ,8051.89
201005      ,172.83      ,276.68      ,260.00    ,10438.83    ,13716.02     ,7691.73
201006      ,151.77      ,250.08      ,237.12    ,11625.19    ,11388.66     ,6179.18
201007      ,145.11      ,248.00      ,228.35    ,10867.87    ,10847.30     ,6435.62
201008      ,166.42      ,252.08      ,239.03    ,12441.93    ,11804.39     ,6628.92
201009      ,155.18      ,254.69      ,234.46    ,11536.11    ,11235.62     ,7205.65
201010      ,181.61      ,263.33      ,257.21    ,11585.46    ,12140.45     ,8983.34
201011      ,174.31      ,296.51      ,285.01    ,13549.37    ,12581.79     ,8017.07
201012      ,171.74      ,276.18      ,290.94    ,13738.43    ,11819.37     ,7442.22
201101      ,186.56      ,283.56      ,285.66    ,13270.75    ,13286.34     ,8095.86
201102      ,177.23      ,308.68      ,308.73    ,14311.12    ,13186.96     ,8533.88
201103      ,198.81      ,313.44      ,298.95    ,14070.81    ,13401.74     ,9807.81
201104      ,201.20      ,318.37      ,282.17    ,13000.04    ,13647.70     ,9946.09
201105      ,204.87      ,335.11      ,308.38    ,14117.25    ,13945.51    ,10301.97
201106      ,197.51      ,340.01      ,296.79    ,13463.71    ,14273.10     ,9747.70
201107      ,199.78      ,323.61      ,295.77    ,12824.72    ,14978.02     ,8947.85
201108      ,195.64      ,307.82      ,297.74    ,12490.97    ,14341.00     ,9020.07
201109      ,181.43      ,285.16      ,266.93    ,11760.95    ,13208.02     ,8455.86
201110      ,169.15      ,251.29      ,232.73     ,8562.54    ,12791.63     ,9212.91
201111      ,193.40      ,263.88      ,252.44     ,9581.15    ,12713.39    ,12222.51
201112      ,184.26      ,268.38      ,252.53     ,9272.46    ,12659.39    ,11988.51
201201      ,191.00      ,260.09      ,240.94     ,8503.93    ,13042.51    ,12188.87
201202      ,189.50      ,286.07      ,269.98     ,9551.36    ,12387.63    ,13398.22
201203      ,193.08      ,307.45      ,286.41    ,10087.89    ,13268.53    ,13756.67
201204      ,200.85      ,294.83      ,293.09     ,9447.26    ,13067.20    ,15355.55
201205      ,191.71      ,294.76      ,293.57     ,8911.36    ,13198.74    ,15142.38
201206      ,178.93      ,268.77      ,256.10     ,7827.19    ,12739.35    ,13448.31
201207      ,189.15      ,277.96      ,254.46     ,8805.07    ,12515.90    ,14692.93
201208      ,183.93      ,282.04      ,283.47     ,8785.72    ,13426.75    ,14394.94
201209      ,189.93      ,287.99      ,303.76     ,8745.02    ,14411.92    ,14285.38
201210      ,189.14      ,318.44      ,316.47     ,9613.72    ,15761.14    ,12390.57
201211      ,192.22      ,299.45      ,306.10     ,9432.59    ,15468.02    ,12979.71
201212      ,193.95      ,308.47      ,305.42    ,10144.62    ,15523.50    ,13020.99
201301      ,200.64      ,316.30      ,321.55    ,10764.50    ,15712.15    ,12682.69
201302      ,210.41      ,341.85      ,350.43    ,11508.20    ,17467.11    ,11828.22
201303      ,203.17      ,354.75      ,349.24    ,11820.58    ,16548.66    ,12785.47
201304      ,202.72      ,369.91      ,373.47    ,12586.97    ,16290.05    ,13171.66
201305      ,200.45      ,402.82      ,392.72    ,13542.73    ,15729.86    ,14847.40
201306      ,205.93      ,412.60      ,394.58    ,14013.33    ,15857.64    ,14324.29
201307      ,196.49      ,408.00      ,364.15    ,15521.88    ,14926.15    ,12469.53
201308      ,208.94      ,411.76      ,387.19    ,16606.04    ,16200.18    ,12129.39
201309      ,205.88      ,400.95      ,384.02    ,16630.32    ,15395.92    ,11598.51
201310      ,218.82      ,411.42      ,385.18    ,17086.99    ,16502.07    ,11376.74
201311      ,226.18      ,413.98      ,408.10    ,17543.99    ,17798.89    ,11651.99
201312      ,226.22      ,420.36      ,404.61    ,16959.76    ,18199.56    ,12402.72
201401      ,229.82      ,434.68      ,406.68    ,16513.64    ,18919.62    ,13164.94
201402      ,223.77      ,414.57      ,406.44    ,16201.20    ,17659.91    ,12413.72
201403      ,245.46      ,410.47      ,390.92    ,17270.19    ,17411.87    ,14438.76
201404      ,248.95      ,401.19      ,380.26    ,16624.90    ,18656.03    ,13090.69
201405      ,240.07      ,401.04      ,376.77    ,16697.24    ,20151.18    ,11595.39
201406      ,260.47      ,422.02      ,363.94    ,15683.67    ,20119.80    ,13505.40
201407      ,277.59      ,425.50      ,354.06    ,16123.10    ,19412.03    ,14023.86
201408      ,261.50      ,423.11      ,351.77    ,16792.72    ,17793.01    ,14550.19
201409      ,282.32      ,419.01      ,350.54    ,13639.49    ,20039.73    ,15973.46
201410      ,276.31      ,401.81      ,335.46    ,12788.45    ,20433.61    ,15789.18
201411      ,284.03      ,398.41      ,320.33    ,11991.61    ,19426.34    ,18030.95
201412      ,286.39      ,372.99      ,356.14    ,13381.14    ,19471.52    ,18424.79
201501      ,279.66      ,387.46      ,339.10    ,12961.31    ,18244.83    ,18982.77
201502      ,250.64      ,422.88      ,389.38    ,13272.07    ,18814.97    ,17204.68
201503      ,262.80      ,439.89      ,403.18    ,13676.96    ,19920.79    ,18619.32
201504      ,258.50      ,448.67      ,412.95    ,13193.56    ,20411.48    ,17256.09
201505      ,252.11      ,473.20      ,440.94    ,15976.91    ,19520.86    ,16422.41
201506      ,257.02      ,466.15      ,422.35    ,14559.44    ,20325.35    ,16416.21
201507      ,252.99      ,473.14      ,403.11    ,13556.81    ,19407.25    ,16155.13
201508      ,240.27      ,459.78      ,434.15    ,16094.51    ,19531.96    ,15375.30
201509      ,230.53      ,436.14      ,423.43    ,13737.21    ,18669.76    ,14795.90
201510      ,212.82      ,391.12      ,425.20    ,15070.14    ,18530.17    ,11736.47
201511      ,243.28      ,385.58      ,414.87    ,14948.57    ,21056.09    ,12816.33
201512      ,236.14      ,397.49      ,421.69    ,14420.55    ,20176.33    ,13612.64
201601      ,232.24      ,409.45      ,397.27    ,14775.71    ,18657.39    ,14316.72
201602      ,218.90      ,360.63      ,364.31    ,12862.61    ,18385.80    ,14344.29
201603      ,241.25      ,330.86      ,337.50    ,11558.85    ,17938.69    ,15473.45
201604      ,267.10      ,354.88      ,338.99    ,13144.76    ,18277.04    ,16168.48
201605      ,253.66      ,364.20      ,368.09    ,13264.26    ,18476.61    ,15945.27
201606      ,266.84      ,368.90      ,347.43    ,13525.48    ,19091.65    ,15064.98
201607      ,254.90      ,358.28      ,364.28    ,13320.52    ,18110.18    ,15986.67
201608      ,274.14      ,373.12      ,364.17    ,15210.90    ,17691.52    ,16651.20
201609      ,264.91      ,367.69      ,384.63    ,14020.79    ,18187.94    ,17113.74
201610      ,260.00      ,383.34      ,397.32    ,14339.18    ,19959.63    ,13936.47
201611      ,257.38      ,376.06      ,366.49    ,14956.51    ,20091.10    ,12226.90
201612      ,279.25      ,384.54      ,343.04    ,13557.09    ,20215.99    ,14100.56
201701      ,270.65      ,389.82      ,363.55    ,16501.65    ,20789.97    ,11486.14
201702      ,255.05      ,411.80      ,392.05    ,17731.61    ,19972.97    ,12664.37
201703      ,263.65      ,427.70      ,388.66    ,18033.82    ,19450.77    ,14417.45
201704      ,279.93      ,433.70      ,377.14    ,14718.24    ,22341.07    ,14777.23
201705      ,279.39      ,450.79      ,391.21    ,14850.23    ,22063.55    ,15987.86
201706      ,271.25      ,470.92      ,403.64    ,16066.20    ,21831.73    ,16336.70
201707      ,269.22      ,474.23      ,417.16    ,17031.48    ,19567.12    ,17800.82
201708      ,281.16      ,482.62      ,411.92    ,18145.92    ,20608.25    ,16665.32
201709      ,280.79      ,491.26      ,413.19    ,17483.88    ,20700.21    ,17356.11
201710      ,300.52      ,492.80      ,423.73    ,17629.69    ,20153.13    ,18748.24
201711      ,283.14      ,500.72      ,459.89    ,17748.19    ,22250.50    ,17282.75
201712      ,312.75      ,490.23      ,445.29    ,18554.46    ,20493.85    ,19889.38
201801      ,323.86      ,500.82      ,422.48    ,18148.86    ,21915.76    ,18899.98
201802      ,320.46      ,538.91      ,473.33    ,18152.19    ,23255.66    ,20780.33
201803      ,316.68      ,516.86      ,439.26    ,17448.35    ,21944.16    ,20304.29
201804      ,311.45      ,498.76      ,422.76    ,18173.68    ,20474.09    ,19877.99
201805      ,325.01      ,486.14      ,406.77    ,18037.20    ,22118.59    ,18195.51
201806      ,316.23      ,479.91      ,429.54    ,18908.78    ,19816.94    ,20004.92
201807      ,313.66      ,465.57      ,425.79    ,18541.06    ,20168.79    ,19649.10
201808      ,310.77      ,486.40      ,449.31    ,19166.02    ,21503.22    ,19800.27
201809      ,303.89      ,520.61      ,463.21    ,17625.22    ,23433.72    ,19921.01
201810      ,312.07      ,494.86      ,469.04    ,18407.47    ,22404.71    ,21703.45
201811      ,289.40      ,436.68      ,438.06    ,15074.14    ,21721.23    ,21165.14
201812      ,290.97      ,432.93      ,435.99    ,14092.14    ,22927.07    ,21487.91
201901      ,269.79      ,419.80      ,395.36    ,12720.59    ,21416.37    ,20351.45
201902      ,276.99      ,462.54      ,433.53    ,13897.96    ,22233.46    ,22521.68
201903      ,285.82      ,486.04      ,482.49    ,14686.73    ,24883.56    ,19982.16
201904      ,284.46      ,478.99      ,508.97    ,13956.86    ,24810.78    ,22571.55
201905      ,310.45      ,476.08      ,483.47    ,14012.11    ,26332.32    ,23176.35
201906      ,295.97      ,464.05      ,449.78    ,12111.45    ,23995.20    ,23830.93
201907      ,322.63      ,450.80      ,455.05    ,13496.98    ,25291.86    ,25655.33
201908      ,321.34      ,455.36      ,465.62    ,14445.43    ,25524.51    ,24769.12
201909      ,316.05      ,444.68      ,427.51    ,14395.31    ,25187.47    ,24644.13
201910      ,321.05      ,450.56      ,435.54    ,16080.29    ,24569.62    ,25003.94
201911      ,313.96      ,493.17      ,481.30    ,17666.87    ,26391.18    ,22493.25
201912      ,309.84      ,518.38      ,518.55    ,17616.37    ,26415.49    ,24868.93
202001      ,307.79      ,550.18      ,537.83    ,19788.16    ,28584.28    ,21411.44
202002      ,302.01      ,531.30      ,518.22    ,18355.44    ,27596.55    ,24870.59
